"","CaseChannel","CaseDepartment","CaseID","Activity","Resource","CompleteTimestamp","Month","Weekday"
"3320","Internet","General","case-5533","Confirmation of receipt","Resource17",2011-02-14 08:39:23.914,"2","1"
"3321","Internet","General","case-5533","T02 Check confirmation of receipt","Resource17",2011-02-14 08:40:05.195,"2","1"
"3322","Internet","General","case-5533","T06 Determine necessity of stop advice","Resource17",2011-02-14 08:40:18.353,"2","1"
"3323","Internet","General","case-5533","T10 Determine necessity to stop indication","Resource17",2011-02-14 08:40:35.976,"2","1"
"3324","Internet","General","case-5533","T11 Create document X request unlicensed","Resource17",2011-02-14 08:57:35.249,"2","1"
"3325","Internet","General","case-5533","T12 Check document X request unlicensed","Resource15",2011-02-14 09:17:01.432,"2","1"
"3326","Internet","General","case-5533","T04 Determine confirmation of receipt","Resource10",2011-02-14 12:01:30.911,"2","1"
"3327","Internet","General","case-5533","T14 Determine document X request unlicensed","Resource10",2011-02-14 12:03:23.014,"2","1"
"3328","Internet","General","case-5533","T05 Print and send confirmation of receipt","admin1",2011-02-15 11:21:45.035,"2","2"
"3329","Internet","General","case-5533","T15 Print document X request unlicensed","admin1",2011-02-15 11:25:09.113,"2","2"
"3330","Internet","General","case-5534","Confirmation of receipt","Resource15",2011-01-28 15:01:55.547,"1","5"
"3331","Internet","General","case-5534","T02 Check confirmation of receipt","Resource15",2011-01-28 15:02:42.463,"1","5"
"3332","Internet","General","case-5534","T04 Determine confirmation of receipt","Resource15",2011-01-28 15:02:58.272,"1","5"
"3333","Internet","General","case-5534","T05 Print and send confirmation of receipt","Resource15",2011-01-28 15:03:08.687,"1","5"
"3334","Internet","General","case-5534","T06 Determine necessity of stop advice","Resource15",2011-02-02 10:00:16.614,"2","3"
"3335","Internet","General","case-5534","T10 Determine necessity to stop indication","Resource15",2011-02-02 10:00:43.977,"2","3"
"3336","Internet","General","case-5535","Confirmation of receipt","Resource01",2011-02-08 13:49:59.784,"2","2"
"3337","Internet","General","case-5535","T06 Determine necessity of stop advice","Resource01",2011-02-08 13:50:36.598,"2","2"
"3338","Internet","General","case-5535","T10 Determine necessity to stop indication","Resource01",2011-02-08 13:55:10.041,"2","2"
"3339","Internet","General","case-5535","T02 Check confirmation of receipt","Resource01",2011-02-08 14:43:02.61,"2","2"
"3340","Internet","General","case-5535","T04 Determine confirmation of receipt","Resource07",2011-02-10 09:45:41.59,"2","4"
"3341","Internet","General","case-5535","T05 Print and send confirmation of receipt","Resource07",2011-02-10 09:45:54.059,"2","4"
"3342","Internet","General","case-5536","Confirmation of receipt","Resource08",2011-02-10 13:13:09.414,"2","4"
"3343","Internet","General","case-5536","T02 Check confirmation of receipt","Resource08",2011-02-10 13:13:25.364,"2","4"
"3344","Internet","General","case-5536","T06 Determine necessity of stop advice","Resource08",2011-02-10 13:14:55.089,"2","4"
"3345","Internet","General","case-5536","T10 Determine necessity to stop indication","Resource08",2011-02-10 13:15:11.585,"2","4"
"3346","Internet","General","case-5536","T04 Determine confirmation of receipt","Resource10",2011-02-11 08:49:04.649,"2","5"
"3347","Internet","General","case-5536","T05 Print and send confirmation of receipt","admin1",2011-02-11 09:12:14.412,"2","5"
"3348","Internet","General","case-5540","Confirmation of receipt","Resource07",2011-02-01 16:42:32.524,"2","2"
"3349","Internet","General","case-5540","T02 Check confirmation of receipt","Resource07",2011-02-01 16:42:46.188,"2","2"
"3350","Internet","General","case-5540","T04 Determine confirmation of receipt","Resource07",2011-02-01 16:43:00.397,"2","2"
"3351","Internet","General","case-5540","T05 Print and send confirmation of receipt","Resource07",2011-02-01 16:43:10.482,"2","2"
"3352","Internet","General","case-5540","T06 Determine necessity of stop advice","Resource01",2011-02-02 08:58:45.206,"2","3"
"3353","Internet","General","case-5540","T10 Determine necessity to stop indication","Resource01",2011-02-02 08:59:40.397,"2","3"
"3354","Internet","General","case-5541","Confirmation of receipt","admin2",2011-02-15 14:33:43.076,"2","2"
"3355","Desk","General","case-5542","Confirmation of receipt","admin2",2011-02-14 15:18:06.124,"2","1"
"3356","Internet","General","case-5543","Confirmation of receipt","Resource07",2011-02-01 16:32:27.473,"2","2"
"3357","Internet","General","case-5543","T02 Check confirmation of receipt","Resource07",2011-02-01 16:32:59.61,"2","2"
"3358","Internet","General","case-5543","T04 Determine confirmation of receipt","Resource07",2011-02-01 16:33:13.93,"2","2"
"3359","Internet","General","case-5543","T05 Print and send confirmation of receipt","Resource07",2011-02-01 16:33:25.007,"2","2"
"3360","Internet","General","case-5543","T06 Determine necessity of stop advice","Resource01",2011-02-02 09:46:48.693,"2","3"
"3361","Internet","General","case-5543","T10 Determine necessity to stop indication","Resource01",2011-02-02 09:48:04.651,"2","3"
"3362","Internet","General","case-5545","Confirmation of receipt","Resource14",2011-03-21 12:17:58.134,"3","1"
"3363","Internet","General","case-5545","T06 Determine necessity of stop advice","Resource14",2011-03-21 12:18:17.101,"3","1"
"3364","Internet","General","case-5545","T10 Determine necessity to stop indication","Resource14",2011-03-21 12:18:33.195,"3","1"
"3365","Internet","General","case-5545","T02 Check confirmation of receipt","Resource14",2011-03-21 12:19:11.678,"3","1"
"3366","Internet","General","case-5545","T04 Determine confirmation of receipt","Resource14",2011-03-21 12:19:25.676,"3","1"
"3367","Internet","General","case-5545","T05 Print and send confirmation of receipt","Resource14",2011-03-21 12:19:40.57,"3","1"
"3368","Internet","General","case-5546","Confirmation of receipt","Resource01",2011-02-02 16:03:33.805,"2","3"
"3369","Internet","General","case-5546","T02 Check confirmation of receipt","Resource01",2011-02-02 16:04:02.926,"2","3"
"3370","Internet","General","case-5546","T06 Determine necessity of stop advice","Resource01",2011-02-02 16:04:33.817,"2","3"
"3371","Internet","General","case-5546","T10 Determine necessity to stop indication","Resource01",2011-02-02 16:05:59.79,"2","3"
"3372","Internet","General","case-5546","T04 Determine confirmation of receipt","Resource07",2011-02-03 08:42:24.75,"2","4"
"3373","Internet","General","case-5546","T05 Print and send confirmation of receipt","Resource07",2011-02-03 08:43:26.737,"2","4"
"3374","Internet","General","case-5547","Confirmation of receipt","Resource25",2011-02-17 08:50:26.915,"2","4"
"3375","Internet","General","case-5547","T02 Check confirmation of receipt","Resource25",2011-02-17 08:50:51.959,"2","4"
"3376","Internet","General","case-5547","T06 Determine necessity of stop advice","Resource25",2011-02-17 08:55:28.954,"2","4"
"3377","Internet","General","case-5547","T10 Determine necessity to stop indication","Resource25",2011-02-17 08:57:25.431,"2","4"
"3378","Internet","General","case-5547","T04 Determine confirmation of receipt","Resource19",2011-02-21 09:42:46.001,"2","1"
"3379","Internet","General","case-5547","T05 Print and send confirmation of receipt","admin1",2011-02-22 16:12:06.818,"2","2"
"3380","Internet","General","case-5548","Confirmation of receipt","Resource07",2011-02-01 16:20:43.76,"2","2"
"3381","Internet","General","case-5548","T02 Check confirmation of receipt","Resource07",2011-02-01 16:20:59.925,"2","2"
"3382","Internet","General","case-5548","T04 Determine confirmation of receipt","Resource07",2011-02-01 16:21:17.706,"2","2"
"3383","Internet","General","case-5548","T05 Print and send confirmation of receipt","Resource07",2011-02-01 16:21:28.859,"2","2"
"3384","Internet","General","case-5548","T06 Determine necessity of stop advice","Resource07",2011-02-01 16:21:43.665,"2","2"
"3385","Internet","General","case-5548","T10 Determine necessity to stop indication","Resource01",2011-02-03 08:43:32.014,"2","4"
"3386","Internet","General","case-5549","Confirmation of receipt","Resource06",2011-02-16 11:30:59.689,"2","3"
"3387","Internet","General","case-5549","T02 Check confirmation of receipt","Resource06",2011-02-16 11:31:21.991,"2","3"
"3388","Internet","General","case-5549","T06 Determine necessity of stop advice","Resource06",2011-02-16 11:31:39.228,"2","3"
"3389","Internet","General","case-5549","T10 Determine necessity to stop indication","Resource06",2011-02-16 11:32:05.835,"2","3"
"3390","Internet","General","case-5549","T04 Determine confirmation of receipt","Resource06",2011-02-16 13:46:42.897,"2","3"
"3391","Internet","General","case-5549","T05 Print and send confirmation of receipt","admin1",2011-02-16 14:28:55.869,"2","3"
"3392","Internet","General","case-5552","Confirmation of receipt","Resource15",2011-01-28 09:37:18.08,"1","5"
"3393","Internet","General","case-5552","T02 Check confirmation of receipt","Resource15",2011-01-28 09:37:38.23,"1","5"
"3394","Internet","General","case-5552","T04 Determine confirmation of receipt","Resource15",2011-01-28 09:37:59.29,"1","5"
"3395","Internet","General","case-5552","T05 Print and send confirmation of receipt","Resource15",2011-01-28 09:38:13.949,"1","5"
"3396","Internet","General","case-5552","T06 Determine necessity of stop advice","Resource15",2011-01-28 09:43:57.474,"1","5"
"3397","Internet","General","case-5552","T10 Determine necessity to stop indication","Resource15",2011-01-28 09:44:19.953,"1","5"
"3398","Internet","General","case-5554","Confirmation of receipt","Resource08",2011-02-01 16:06:53.322,"2","2"
"3399","Internet","General","case-5554","T02 Check confirmation of receipt","Resource08",2011-02-01 16:07:13.385,"2","2"
"3400","Internet","General","case-5554","T06 Determine necessity of stop advice","Resource08",2011-02-01 16:07:48.511,"2","2"
"3401","Internet","General","case-5554","T10 Determine necessity to stop indication","Resource08",2011-02-01 16:09:32.11,"2","2"
"3402","Internet","General","case-5554","T04 Determine confirmation of receipt","Resource10",2011-02-02 13:32:53.512,"2","3"
"3403","Internet","General","case-5554","T05 Print and send confirmation of receipt","admin1",2011-02-02 14:47:50.672,"2","3"
"3404","Internet","General","case-5556","Confirmation of receipt","Resource07",2011-01-31 17:01:32.529,"1","1"
"3405","Internet","General","case-5556","T02 Check confirmation of receipt","Resource07",2011-01-31 17:01:56.115,"1","1"
"3406","Internet","General","case-5556","T04 Determine confirmation of receipt","Resource07",2011-01-31 17:02:07.423,"1","1"
"3407","Internet","General","case-5556","T05 Print and send confirmation of receipt","Resource07",2011-01-31 17:02:18.133,"1","1"
"3408","Internet","General","case-5556","T06 Determine necessity of stop advice","Resource07",2011-02-04 09:35:23.398,"2","5"
"3409","Internet","General","case-5556","T10 Determine necessity to stop indication","Resource07",2011-02-04 09:35:52.167,"2","5"
"3410","Internet","General","case-5557","Confirmation of receipt","Resource09",2011-03-07 16:14:30.553,"3","1"
"3411","Internet","General","case-5557","T02 Check confirmation of receipt","Resource09",2011-03-07 16:14:51.104,"3","1"
"3412","Internet","General","case-5557","T04 Determine confirmation of receipt","Resource09",2011-03-07 16:15:16.704,"3","1"
"3413","Internet","General","case-5557","T05 Print and send confirmation of receipt","Resource09",2011-03-07 16:15:26.952,"3","1"
"3414","Internet","General","case-5557","T06 Determine necessity of stop advice","Resource09",2011-03-08 08:32:34.688,"3","2"
"3415","Internet","General","case-5557","T10 Determine necessity to stop indication","Resource09",2011-03-08 08:33:34.07,"3","2"
"3416","Internet","General","case-5558","Confirmation of receipt","Resource05",2011-02-03 10:59:55.704,"2","4"
"3417","Internet","General","case-5558","T02 Check confirmation of receipt","Resource05",2011-02-03 11:00:14.089,"2","4"
"3418","Internet","General","case-5558","T04 Determine confirmation of receipt","Resource21",2011-02-03 11:04:02.1,"2","4"
"3419","Internet","General","case-5558","T05 Print and send confirmation of receipt","Resource21",2011-02-03 11:05:05.119,"2","4"
"3420","Internet","General","case-5558","T06 Determine necessity of stop advice","Resource05",2011-02-03 11:08:44.913,"2","4"
"3421","Internet","General","case-5558","T10 Determine necessity to stop indication","Resource05",2011-02-03 11:11:57.557,"2","4"
"3422","Internet","General","case-5559","Confirmation of receipt","Resource06",2011-02-16 14:10:34.432,"2","3"
"3423","Internet","General","case-5559","T06 Determine necessity of stop advice","Resource06",2011-02-16 14:10:56.225,"2","3"
"3424","Internet","General","case-5559","T10 Determine necessity to stop indication","Resource06",2011-02-16 14:12:28.219,"2","3"
"3425","Internet","General","case-5559","T02 Check confirmation of receipt","Resource06",2011-02-22 14:53:56.427,"2","2"
"3426","Internet","General","case-5559","T04 Determine confirmation of receipt","Resource10",2011-02-28 11:51:04.126,"2","1"
"3427","Internet","General","case-5559","T05 Print and send confirmation of receipt","admin1",2011-03-01 09:58:22.103,"3","2"
"3428","Internet","General","case-5560","Confirmation of receipt","Resource05",2011-02-01 16:17:34.957,"2","2"
"3429","Internet","General","case-5560","T06 Determine necessity of stop advice","Resource05",2011-02-01 16:18:37.84,"2","2"
"3430","Internet","General","case-5560","T02 Check confirmation of receipt","Resource05",2011-02-01 16:19:02.498,"2","2"
"3431","Internet","General","case-5560","T04 Determine confirmation of receipt","Resource05",2011-02-01 16:21:14.816,"2","2"
"3432","Internet","General","case-5560","T05 Print and send confirmation of receipt","Resource05",2011-02-01 16:21:28.866,"2","2"
"3433","Internet","General","case-5560","T08 Draft and send request for advice","Resource05",2011-02-02 08:46:45.966,"2","3"
"3434","Internet","General","case-5560","T09-4 Process or receive external advice from party 4","Resource05",2011-02-02 09:13:18.989,"2","3"
"3435","Internet","General","case-5560","T06 Determine necessity of stop advice","Resource05",2011-02-02 09:13:51.772,"2","3"
"3436","Internet","General","case-5560","T07-1 Draft intern advice aspect 1","Resource05",2011-02-02 09:17:23.844,"2","3"
"3437","Internet","General","case-5560","T06 Determine necessity of stop advice","Resource05",2011-02-02 09:17:39.04,"2","3"
"3438","Internet","General","case-5560","T10 Determine necessity to stop indication","Resource05",2011-02-02 09:18:02.685,"2","3"
"3439","Internet","General","case-5561","Confirmation of receipt","Resource01",2011-02-09 09:16:53.116,"2","3"
"3440","Internet","General","case-5561","T02 Check confirmation of receipt","Resource01",2011-02-09 09:17:10.172,"2","3"
"3441","Internet","General","case-5561","T06 Determine necessity of stop advice","Resource01",2011-02-09 09:17:43.728,"2","3"
"3442","Internet","General","case-5561","T04 Determine confirmation of receipt","Resource19",2011-02-10 11:47:31.055,"2","4"
"3443","Internet","General","case-5561","T05 Print and send confirmation of receipt","admin1",2011-02-11 09:07:52.194,"2","5"
"3444","Internet","General","case-5561","T10 Determine necessity to stop indication","Resource01",2011-02-11 11:03:25.763,"2","5"
"3445","Internet","General","case-5566","Confirmation of receipt","Resource08",2011-02-08 14:41:45.686,"2","2"
"3446","Internet","General","case-5566","T02 Check confirmation of receipt","Resource08",2011-02-08 14:42:01.733,"2","2"
"3447","Internet","General","case-5566","T04 Determine confirmation of receipt","Resource10",2011-02-09 07:59:25.72,"2","3"
"3448","Internet","General","case-5566","T05 Print and send confirmation of receipt","admin1",2011-02-09 12:12:19.613,"2","3"
"3449","Internet","General","case-5566","T06 Determine necessity of stop advice","Resource08",2011-02-11 14:32:16.404,"2","5"
"3450","Internet","General","case-5566","T10 Determine necessity to stop indication","Resource08",2011-02-11 14:34:55.921,"2","5"
"3451","Internet","General","case-5573","Confirmation of receipt","Resource02",2011-02-21 10:54:35.132,"2","1"
"3452","Internet","General","case-5573","T02 Check confirmation of receipt","Resource02",2011-02-21 10:57:01.807,"2","1"
"3453","Internet","General","case-5573","T06 Determine necessity of stop advice","Resource02",2011-02-21 10:57:34.609,"2","1"
"3454","Internet","General","case-5573","T07-1 Draft intern advice aspect 1","Resource02",2011-02-21 11:18:54.176,"2","1"
"3455","Internet","General","case-5573","T06 Determine necessity of stop advice","Resource02",2011-02-21 11:19:32.766,"2","1"
"3456","Internet","General","case-5573","T10 Determine necessity to stop indication","Resource02",2011-02-21 11:19:54.38,"2","1"
"3457","Internet","General","case-5573","T04 Determine confirmation of receipt","Resource10",2011-02-21 15:17:49.393,"2","1"
"3458","Internet","General","case-5573","T05 Print and send confirmation of receipt","admin1",2011-02-23 11:01:06.231,"2","3"
"3459","Internet","General","case-5574","Confirmation of receipt","admin2",2011-03-17 13:01:49.516,"3","4"
"3460","Desk","General","case-5576","Confirmation of receipt","Resource13",2011-02-02 10:37:30.381,"2","3"
"3461","Desk","General","case-5576","T02 Check confirmation of receipt","Resource13",2011-02-02 10:38:52.942,"2","3"
"3462","Desk","General","case-5576","T04 Determine confirmation of receipt","Resource13",2011-02-02 10:40:28.295,"2","3"
"3463","Desk","General","case-5576","T05 Print and send confirmation of receipt","Resource13",2011-02-02 10:42:46.317,"2","3"
"3464","Desk","General","case-5576","T06 Determine necessity of stop advice","Resource13",2011-02-02 10:43:00.641,"2","3"
"3465","Desk","General","case-5576","T10 Determine necessity to stop indication","Resource13",2011-02-02 10:47:06.288,"2","3"
"3466","Internet","General","case-5577","Confirmation of receipt","Resource02",2011-02-21 15:11:58.599,"2","1"
"3467","Internet","General","case-5577","T02 Check confirmation of receipt","Resource02",2011-02-21 15:12:19.354,"2","1"
"3468","Internet","General","case-5577","T06 Determine necessity of stop advice","Resource02",2011-02-21 15:41:41.395,"2","1"
"3469","Internet","General","case-5577","T10 Determine necessity to stop indication","Resource02",2011-02-21 15:42:01.485,"2","1"
"3470","Internet","General","case-5577","T04 Determine confirmation of receipt","Resource19",2011-02-23 10:30:47.062,"2","3"
"3471","Internet","General","case-5577","T05 Print and send confirmation of receipt","admin1",2011-02-23 12:06:41.89,"2","3"
"3472","Internet","General","case-5578","Confirmation of receipt","admin2",2011-04-05 09:58:14.844,"4","2"
"3473","Desk","General","case-5580","Confirmation of receipt","Resource01",2011-02-09 15:52:24.439,"2","3"
"3474","Desk","General","case-5580","T02 Check confirmation of receipt","Resource01",2011-02-09 15:52:49.522,"2","3"
"3475","Desk","General","case-5580","T04 Determine confirmation of receipt","Resource19",2011-02-10 11:52:23.353,"2","4"
"3476","Desk","General","case-5580","T05 Print and send confirmation of receipt","Resource07",2011-02-10 13:18:24.356,"2","4"
"3477","Desk","General","case-5580","T06 Determine necessity of stop advice","Resource07",2011-02-10 14:40:31.733,"2","4"
"3478","Desk","General","case-5580","T10 Determine necessity to stop indication","Resource07",2011-02-10 15:04:09.44,"2","4"
"3479","Internet","General","case-5582","Confirmation of receipt","Resource08",2011-02-14 12:01:18.318,"2","1"
"3480","Internet","General","case-5582","T02 Check confirmation of receipt","Resource08",2011-02-14 12:02:06.338,"2","1"
"3481","Internet","General","case-5582","T06 Determine necessity of stop advice","Resource08",2011-02-14 12:02:29.678,"2","1"
"3482","Internet","General","case-5582","T10 Determine necessity to stop indication","Resource08",2011-02-14 12:02:49.723,"2","1"
"3483","Internet","General","case-5582","T04 Determine confirmation of receipt","Resource10",2011-02-14 12:10:06.831,"2","1"
"3484","Internet","General","case-5582","T05 Print and send confirmation of receipt","admin1",2011-02-15 11:21:59.047,"2","2"
"3485","Desk","General","case-5583","Confirmation of receipt","admin2",2011-02-15 15:12:39.185,"2","2"
"3486","Internet","General","case-5585","Confirmation of receipt","Resource26",2011-06-16 20:22:17.02,"6","4"
"3487","Internet","General","case-5585","T06 Determine necessity of stop advice","Resource26",2011-06-16 20:22:44.111,"6","4"
"3488","Internet","General","case-5585","T07-1 Draft intern advice aspect 1","Resource24",2011-07-18 14:11:32.085,"7","1"
"3489","Internet","General","case-5585","T07-2 Draft intern advice aspect 2","Resource40",2011-08-08 16:02:07.078,"8","1"
"3490","Internet","General","case-5585","T06 Determine necessity of stop advice","Resource26",2011-09-15 12:10:48.214,"9","4"
"3491","Internet","General","case-5585","T07-1 Draft intern advice aspect 1","admin2",2011-09-22 14:45:24.932,"9","4"
"3492","Internet","General","case-5585","T02 Check confirmation of receipt","admin2",2011-09-22 14:45:25.613,"9","4"
"3493","Internet","General","case-5585","T07-2 Draft intern advice aspect 2","admin2",2011-09-22 14:45:26.304,"9","4"
"3494","Desk","General","case-5594","Confirmation of receipt","Resource08",2011-02-08 15:30:55.087,"2","2"
"3495","Desk","General","case-5594","T02 Check confirmation of receipt","Resource10",2011-02-09 07:56:45.858,"2","3"
"3496","Desk","General","case-5594","T04 Determine confirmation of receipt","Resource10",2011-02-09 07:57:03.458,"2","3"
"3497","Desk","General","case-5594","T05 Print and send confirmation of receipt","admin1",2011-02-09 12:10:43.894,"2","3"
"3498","Desk","General","case-5594","T06 Determine necessity of stop advice","Resource08",2011-02-14 14:32:29.749,"2","1"
"3499","Desk","General","case-5594","T10 Determine necessity to stop indication","Resource08",2011-02-14 14:35:51.244,"2","1"
"3500","Internet","General","case-5595","Confirmation of receipt","Resource09",2011-03-08 09:54:58.423,"3","2"
"3501","Internet","General","case-5595","T06 Determine necessity of stop advice","Resource09",2011-03-08 09:56:18.083,"3","2"
"3502","Internet","General","case-5595","T08 Draft and send request for advice","Resource09",2011-03-08 09:57:10.588,"3","2"
"3503","Internet","General","case-5595","T07-1 Draft intern advice aspect 1","Resource09",2011-03-08 10:03:22.949,"3","2"
"3504","Internet","General","case-5595","T07-2 Draft intern advice aspect 2","Resource09",2011-03-08 10:03:43.83,"3","2"
"3505","Internet","General","case-5595","T09-1 Process or receive external advice from party 1","Resource09",2011-03-08 10:04:03.072,"3","2"
"3506","Internet","General","case-5595","T06 Determine necessity of stop advice","Resource09",2011-03-08 10:04:17.627,"3","2"
"3507","Internet","General","case-5595","T10 Determine necessity to stop indication","Resource09",2011-03-08 10:04:36.616,"3","2"
"3508","Internet","General","case-5595","T02 Check confirmation of receipt","Resource24",2011-03-24 10:32:54.458,"3","4"
"3509","Internet","General","case-5595","T03 Adjust confirmation of receipt","Resource09",2011-04-18 14:29:18.014,"4","1"
"3510","Internet","General","case-5595","T02 Check confirmation of receipt","Resource09",2011-04-18 14:29:36.54,"4","1"
"3511","Internet","General","case-5595","T04 Determine confirmation of receipt","Resource09",2011-04-18 14:29:49.734,"4","1"
"3512","Internet","General","case-5595","T05 Print and send confirmation of receipt","Resource09",2011-04-18 14:30:01.996,"4","1"
"3513","Desk","General","case-5597","Confirmation of receipt","Resource07",2011-02-15 15:09:27.025,"2","2"
"3514","Desk","General","case-5597","T02 Check confirmation of receipt","Resource07",2011-02-15 15:09:49.796,"2","2"
"3515","Desk","General","case-5597","T04 Determine confirmation of receipt","Resource07",2011-02-15 15:10:40.691,"2","2"
"3516","Desk","General","case-5597","T05 Print and send confirmation of receipt","Resource07",2011-02-15 15:11:06.077,"2","2"
"3517","Desk","General","case-5597","T06 Determine necessity of stop advice","Resource07",2011-02-15 15:11:24.982,"2","2"
"3518","Desk","General","case-5597","T10 Determine necessity to stop indication","Resource07",2011-02-15 15:11:46.393,"2","2"
"3519","Desk","General","case-5597","T11 Create document X request unlicensed","Resource07",2011-02-24 15:53:25.233,"2","4"
"3520","Desk","General","case-5597","T12 Check document X request unlicensed","Resource01",2011-02-25 09:10:36.708,"2","5"
"3521","Desk","General","case-5597","T14 Determine document X request unlicensed","Resource19",2011-02-28 09:02:43.447,"2","1"
"3522","Desk","General","case-5597","T15 Print document X request unlicensed","Resource07",2011-02-28 11:47:00.458,"2","1"
"3523","Internet","General","case-5599","Confirmation of receipt","Resource01",2011-02-10 15:19:26.313,"2","4"
"3524","Internet","General","case-5599","T02 Check confirmation of receipt","Resource01",2011-02-10 15:19:38.966,"2","4"
"3525","Internet","General","case-5599","T04 Determine confirmation of receipt","Resource01",2011-02-10 15:20:13.637,"2","4"
"3526","Internet","General","case-5599","T05 Print and send confirmation of receipt","Resource01",2011-02-10 15:20:34.639,"2","4"
"3527","Internet","General","case-5599","T06 Determine necessity of stop advice","Resource01",2011-02-11 11:29:14.514,"2","5"
"3528","Internet","General","case-5599","T10 Determine necessity to stop indication","Resource01",2011-02-11 11:29:36.478,"2","5"
"3529","Internet","General","case-5646","Confirmation of receipt","Resource43",2011-02-01 08:57:01.159,"2","2"
"3530","Internet","General","case-5646","T02 Check confirmation of receipt","Resource07",2011-02-01 08:57:54.921,"2","2"
"3531","Internet","General","case-5646","T04 Determine confirmation of receipt","Resource07",2011-02-01 08:58:33.106,"2","2"
"3532","Internet","General","case-5646","T05 Print and send confirmation of receipt","Resource07",2011-02-01 09:12:20.423,"2","2"
"3533","Internet","General","case-5646","T06 Determine necessity of stop advice","Resource07",2011-02-01 09:12:36.288,"2","2"
"3534","Internet","General","case-5646","T10 Determine necessity to stop indication","Resource01",2011-02-22 14:56:35.288,"2","2"
"3535","Internet","General","case-5653","Confirmation of receipt","Resource04",2011-03-24 16:19:32.977,"3","4"
"3536","Internet","General","case-5653","T02 Check confirmation of receipt","Resource04",2011-03-24 16:19:46.591,"3","4"
"3537","Internet","General","case-5653","T06 Determine necessity of stop advice","Resource04",2011-03-24 16:20:37.383,"3","4"
"3538","Internet","General","case-5653","T10 Determine necessity to stop indication","Resource04",2011-03-24 16:20:57.395,"3","4"
"3539","Internet","General","case-5653","T04 Determine confirmation of receipt","Resource10",2011-03-30 09:29:54.217,"3","3"
"3540","Internet","General","case-5653","T05 Print and send confirmation of receipt","admin1",2011-03-31 09:17:46.237,"3","4"
"3541","Internet","General","case-5657","Confirmation of receipt","Resource17",2011-02-18 10:34:31.311,"2","5"
"3542","Internet","General","case-5657","T02 Check confirmation of receipt","Resource17",2011-02-18 10:35:10.612,"2","5"
"3543","Internet","General","case-5657","T06 Determine necessity of stop advice","Resource04",2011-02-18 11:45:57.223,"2","5"
"3544","Internet","General","case-5657","T10 Determine necessity to stop indication","Resource04",2011-02-18 11:46:11.455,"2","5"
"3545","Internet","General","case-5657","T04 Determine confirmation of receipt","Resource10",2011-02-18 12:28:39.76,"2","5"
"3546","Internet","General","case-5657","T05 Print and send confirmation of receipt","admin1",2011-02-22 14:48:09.468,"2","2"
"3547","Internet","General","case-5660","Confirmation of receipt","Resource15",2011-02-02 09:49:30.098,"2","3"
"3548","Internet","General","case-5660","T06 Determine necessity of stop advice","Resource15",2011-02-02 09:49:49.264,"2","3"
"3549","Internet","General","case-5660","T10 Determine necessity to stop indication","Resource15",2011-02-02 11:22:49.928,"2","3"
"3550","Internet","General","case-5660","T02 Check confirmation of receipt","Resource10",2011-02-02 13:38:16.453,"2","3"
"3551","Internet","General","case-5660","T04 Determine confirmation of receipt","Resource10",2011-02-02 13:39:09.844,"2","3"
"3552","Internet","General","case-5660","T05 Print and send confirmation of receipt","admin1",2011-02-02 13:52:02.513,"2","3"
"3553","Internet","General","case-5683","Confirmation of receipt","Resource07",2011-02-08 10:55:26.62,"2","2"
"3554","Internet","General","case-5683","T02 Check confirmation of receipt","Resource07",2011-02-08 10:55:52.858,"2","2"
"3555","Internet","General","case-5683","T06 Determine necessity of stop advice","Resource07",2011-02-08 10:57:16.401,"2","2"
"3556","Internet","General","case-5683","T10 Determine necessity to stop indication","Resource07",2011-02-08 10:58:00.736,"2","2"
"3557","Internet","General","case-5683","T04 Determine confirmation of receipt","Resource19",2011-02-10 11:48:57.639,"2","4"
"3558","Internet","General","case-5683","T05 Print and send confirmation of receipt","admin1",2011-02-11 09:06:51.545,"2","5"
"3559","Internet","General","case-5684","Confirmation of receipt","Resource07",2011-02-04 16:55:51.677,"2","5"
"3560","Internet","General","case-5684","T02 Check confirmation of receipt","Resource07",2011-02-04 16:56:40.14,"2","5"
"3561","Internet","General","case-5684","T04 Determine confirmation of receipt","Resource07",2011-02-04 16:57:16.601,"2","5"
"3562","Internet","General","case-5684","T05 Print and send confirmation of receipt","Resource07",2011-02-04 16:57:29.595,"2","5"
"3563","Internet","General","case-5684","T06 Determine necessity of stop advice","Resource07",2011-02-04 16:57:46.898,"2","5"
"3564","Internet","General","case-5684","T10 Determine necessity to stop indication","Resource07",2011-02-04 16:58:02.803,"2","5"
"3565","Internet","General","case-5686","Confirmation of receipt","Resource01",2011-02-11 09:30:00.863,"2","5"
"3566","Internet","General","case-5686","T02 Check confirmation of receipt","Resource01",2011-02-11 09:30:21.274,"2","5"
"3567","Internet","General","case-5686","T04 Determine confirmation of receipt","Resource01",2011-02-11 09:31:55.567,"2","5"
"3568","Internet","General","case-5686","T05 Print and send confirmation of receipt","Resource01",2011-02-11 09:32:10.489,"2","5"
"3569","Internet","General","case-5686","T06 Determine necessity of stop advice","Resource01",2011-02-11 09:33:28.394,"2","5"
"3570","Internet","General","case-5686","T10 Determine necessity to stop indication","Resource01",2011-02-11 09:33:53.772,"2","5"
"3571","Desk","General","case-5704","Confirmation of receipt","Resource05",2011-02-14 12:59:07.997,"2","1"
"3572","Desk","General","case-5704","T02 Check confirmation of receipt","Resource05",2011-02-14 12:59:47.552,"2","1"
